Track name,Artist name,Album,Playlist name,Type,ISRC,Apple - id
"Particles","Above Clouds","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200306","1640424660"
"The Map","Above Clouds","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200311","1640424665"
"Come Back to Me","周予天","You - EP","All","Playlist","CNE041500161","1052774045"
"幾年幾月幾天","周予天","You - EP","All","Playlist","CNE041500164","1052774595"
"又到天黑","告五人","帶你飛","All","Playlist","TWK232314801","1670343370"
"一念之間","告五人","帶你飛","All","Playlist","TWK232314804","1670343373"
"愛人錯過","告五人","我肯定在幾百年前就說過愛你","All","Playlist","TWFF51900001","1546062805"
"Resonate","Aethral, Hyleo, oxygenetiX & KataribeSan","Exobolt 010","All","Playlist","QZMHM2326268","1701049406"
"Take On Me (2015 Remastered Version)","a-ha","Hunting High & Low (Remastered)","All","Playlist","USWB11506571","1037562348"
"惡魔之子","Ai Higuchi","Akuma no Ko - Single","All","Playlist","JPPC02210021","1601391184"
"Echoes","aici","Echoes - Single","All","Playlist","TCJPS2273350","1639099391"
"A Starry Farewell (feat. SAROS)","Aika","A Starry Farewell (feat. SAROS) - Single","All","Playlist","QZNWV2366571","1698846183"
"Gensokyo","Aika","Free Spirits, Vol. 5","All","Playlist","FR59R1742331","1323301821"
"Metanoia (feat. SOLARIA)","Aika","Metanoia (feat. SOLARIA) - Single","All","Playlist","QZDA82417609","1731229757"
"Otherside (feat. Nila)","Aika","Otherside (feat. Nila) - Single","All","Playlist","QZHN32244922","1618113485"
"Neon Pink VIP (feat. Hana) [VIP]","Aika","Quixotic","All","Playlist","QZK6G2014947","1533980786"
"Perfect Imperfections (feat. Eleanor Forte)","Aika","Rai'Hea","All","Playlist","QZNWY2268029","1655034494"
"Finding Purpose in Nothingness (Interlude)","Aika","Rai'Hea","All","Playlist","QZTAZ2267893","1655034916"
"Blythe's Hope (feat. TOFIE)","Aika","Rai'Hea","All","Playlist","QZK6K2258645","1655034920"
"Starry Eyed Dreamer (feat. SOLARIA)","Aika","Rai'Hea","All","Playlist","QZHNA2200761","1655034921"
"White Lies (feat. SOLARIA)","Aika","Rai'Hea","All","Playlist","QZMEP2268384","1655034924"
"Ouroboros (feat. TOFIE)","Aika","Rai'Hea","All","Playlist","QZTAX2251611","1655034925"
"Stained Glass Doll","Aika","Rai'Hea","All","Playlist","QZTAZ2267896","1655034926"
"Space Girl (feat. TOFIE)","Aika","Space Girl (feat. TOFIE) - Single","All","Playlist","QZFYW2064979","1493863623"
"Space Boy (Instrumental)","Aika","vs. K.O.U.","All","Playlist","QZES62267673","1614897966"
"Cosmic (Instrumental)","Aika","vs. K.O.U.","All","Playlist","QZES62267674","1614897967"
"Wishful (feat. Eleanor Forte)","Aika","Wishful (feat. Eleanor Forte) - Single","All","Playlist","QZDA72228454","1611970907"
"Starscream","Aika & Kotori","Starscream - Single","All","Playlist","QM24S1811556","1473878675"
"I Will Go To You Like the First Snow","AILEE","Guardian, Pt. 9 (Original Television Soundtrack) - Single","All","Playlist","KRA491600937","1569425907"
"カタオモイ","Aimer","daydream","All","Playlist","JPU901602293","1538259004"
"トリル -starless night ver.-","Aimer","星の消えた夜に","All","Playlist","JPU902105110","1597688062"
"Ref:rain","Aimer","Penny Rain","All","Playlist","JPU901704133","1538261262"
"白色蜉蝣","Aimer","白色蜉蝣 - Single","All","Playlist","JPU902303957","1708217915"
"soleil","Aimer","Sun Dance","All","Playlist","JPU901900595","1538260865"
"ONE","Aimer","Sun Dance","All","Playlist","JPU901702651","1538261226"
"ever after","Aimer","Walpurgis","All","Playlist","JPU902003550","1546316406"
"Kimi Wa Rock Wo Kikanai","愛繆","Excitement of Youth","All","Playlist","JPWP01771557","1273709797"
"Naked Heart","愛繆","Heard That There's Good Pasta","All","Playlist","JPWP02070235","1525540120"
"Her Blue Sky","愛繆","Heard That There's Good Pasta","All","Playlist","JPWP01970758","1525540122"
"Marigold","愛繆","Momentary Sixth Sense","All","Playlist","JPWP01870687","1446781787"
"Let the Night","愛繆","Momentary Sixth Sense","All","Playlist","JPWP01871332","1446781794"
"3:00 A.M. (feat. Kamata Junko)","Aioi","Nemurenu Yoruwa Jasmine Tea Wo - Single","All","Playlist","USHM22159939","1570767716"
"Making Love Out of Nothing At All","Air Supply","空中補給精選","All","Playlist","USAR18300001","308903905"
"All Out of Love","Air Supply","迷失在愛情中","All","Playlist","USAR18000002","913765102"
"Even the Nights Are Better","Air Supply","真愛到永遠","All","Playlist","USAR18200001","298563594"
"Goodbye","Air Supply","The Vanishing Race","All","Playlist","USGI10000045","357821816"
"Lovers On The Moon","AJ Mitchell","SKYVIEW","All","Playlist","USSM12107632","1587739501"
"How can I love the heartbreak, you're the one I love","AKMU","SAILING","All","Playlist","KRA401900217","1480802550"
"DINOSAUR","AKMU","SUMMER EPISODE - EP","All","Playlist","KRA401700205","1261291986"
"Intro","Alan Walker","Different World","All","Playlist","NOG841813010","1445140829"
"Lily","Alan Walker, K-391 & Emelie Hollow","Different World","All","Playlist","NOG841813040","1445141002"
"Interlude","Alan Walker","Different World","All","Playlist","NOG841813080","1445141151"
"Sing Me to Sleep","Alan Walker","Sing Me to Sleep - Single","All","Playlist","NOG841611010","1196295123"
"All Falls Down (feat. Juliander)","Alan Walker, Noah Cyrus & Digital Farm Animals","Different World","All","Playlist","NOG841715010","1445141159"
"Darkside (feat. Au/Ra & Tomine Harket)","Alan Walker","Darkside (feat. Au/Ra & Tomine Harket) - Single","All","Playlist","NOG841806010","1414300769"
"Alone","Alan Walker","Different World","All","Playlist","NOG841617010","1445141168"
"Faded (Interlude)","Alan Walker","Different World","All","Playlist","NOG841813140","1445141314"
"Faded","Alan Walker","50 Goue Sokkie Treffers, Vol. 3","All","Playlist","NOG841549010","1289140891"
"The Spectre","Alan Walker","The Spectre (Remixes) - Single","All","Playlist","NOG841713010","1707602102"
"Alone, Pt. II","Alan Walker & Ava Max","Alone, Pt. II - Single","All","Playlist","NOG841907010","1491026687"
"On My Way","Alan Walker, Sabrina Carpenter & Farruko","On My Way - Single","All","Playlist","NOG841901010","1455648996"
"Heading Home","Alan Walker & Ruben","Heading Home - Single","All","Playlist","NOG842002010","1503301476"
"Fake A Smile","Alan Walker & salem ilese","Fake A Smile - Single","All","Playlist","NOG842102010","1551658498"
"Different World (feat. CORSAK)","Alan Walker, K-391 & Sofia Carson","Different World","All","Playlist","NOG841822010","1445141142"
"Avec le temps (feat. Awa Imani)","Alban Bartoli","Je ne suis pas fou","All","Playlist","FR9W11505947","1113632645"
"If We Have Each Other","Alec Benjamin","Narrated for You","All","Playlist","USAT21804358","1441728724"
"The Way You Felt (Acoustic Version)","Alec Benjamin","The Way You Felt (Acoustic Version) - Single","All","Playlist","USAT22102715","1572720306"
"Sweet Dream","Alessia Cara","Sweet Dream - Single","All","Playlist","USUM72111118","1574742834"
"Scars to Your Beautiful (Live off the Floor (Bonus Track))","Alessia Cara","This Summer: Live off the Floor","All","Playlist","USUM72011609","1523769868"
"Senkou","[Alexandros]","But wait. Cats?","All","Playlist","JPPO02100904","1632848585"
"Amanojaku","Alfakyun.","Almatic","All","Playlist","JPTK01612570","1570070631"
"かくれんぼ","AliA","Me","All","Playlist","JPC841900206","1598231389"
"920","A-Lin","幸福了 然後呢 (慶功版)","All","Playlist","TWA771201082","852859277"
"Forget About Me","Alius","Alive","All","Playlist","AUZAJ1600087","1785022713"
"Fraction","Alius & Rasmus Hagen","Love & Hurt (Deluxe Edition)","All","Playlist","SE5SK1701801","1782835465"
"Caught Up","Alius & Un-Ti","Caught Up - Single","All","Playlist","AUNV01800453","1846405521"
"Say Something","Alius & Un-Ti","Say Something - Single","All","Playlist","AUNV02100241","1846398733"
"Helium","All Time High","Cities: Skylines - Campus Radio","All","Playlist","SE6CZ2200201","1640424827"
"I Swear","All-4-One","Twenty+ (Deluxe Version)","All","Playlist","QM4TW1512147","994325941"
"Was mir behagt, ist nur die muntre Jagd, BWV 208: IX. Schafe können sicher weiden (Sheep May Safely Graze)","Allegro String Ensemble","The Beauty of Classical Chamber Strings, Vol. 2","All","Playlist","NOAV61704561","1304662249"
"Loving You","Allexinno & Mirabela","Loving You - Single","All","Playlist","CNZ782222009","1661738814"
"1,2,3","艾蜜兒班特 & Hatik","1,2,3 - Single","All","Playlist","FRUM72001660","1537622050"
"Deep End","Ameryh","Deep End - Single","All","Playlist","SE5Q51827496","1445662758"
"Not Long Ago","Ameryh","Not Long Ago - Single","All","Playlist","SE5Q51827474","1440084979"
"Wild Winds","AMIDY & Man Cub","Wild Winds EP","All","Playlist","CA5KR2304779","1653014725"
"États d'Amour","Amir","Addictions (Deluxe Edition)","All","Playlist","FR9W11717136","1437812695"
"Les rues de ma peine","Amir","Addictions (Deluxe Edition)","All","Playlist","FR9W11718966","1437812697"
"Main Theme","Andreas Waldetoft","Europa Universalis IV (Original Game Soundtrack)","All","Playlist","TCABP1386017","1463757094"
"Boys Like You","Anna Clendening","Boys Like You - Single","All","Playlist","US39N1800049","1387998668"
"Sorry That I Do That","Anna Clendening","Evolve - EP","All","Playlist","USAT22003340","1522267868"
"2002","Anne-Marie","Speak Your Mind (Deluxe)","All","Playlist","GBAHS1800094","1418704730"
"Le quattro stagione, Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Presto","Hugh Bean, 愛樂管弦樂團 & 列奧波爾德・斯托科夫斯基","Vivaldi: The Four Seasons","All","Playlist","GBF076613583","1452274342"
"Crawl (feat. Denny White)","APEK & MAXR","Crawl (feat. Denny White) - Single","All","Playlist","GBKQU1777161","1267923954"
"Last Forever","aran","Bright Colors 6","All","Playlist","TCJPR2236476","1620124530"
"Aoba","ARForest","The Unfinished","All","Playlist","TCAEM1979189","1502890433"
"It's Alright","ARForest","The Unfinished","All","Playlist","TCAEM1979197","1502890444"
"Farewell","ARForest","The Unfinished","All","Playlist","TCAEM1979205","1502890781"
"Love You Lately","Ariana and the Rose & RKCB","Retrograde - EP","All","Playlist","GBKPL1776229","1215771321"
"thank u, next","Ariana Grande","thank u, next","All","Playlist","USUM71819361","1450330686"
"Home","Arize & Melissa Lamm","Home - Single","All","Playlist","GB2LD2010123","1522562297"
"Bulletproof (Caslow Remix)","ARMNHMR","The Free World (Remixes)","All","Playlist","USDM32022917","1514185822"
"Fragile (feat. Melanie Fontana)","ARMNHMR","A Thousand Dreams - EP","All","Playlist","USDM32028901","1539905420"
"SHINY DAYS","Asaka","SHINY DAYS(TVアニメ「ゆるキャン△」OPテーマ) - EP","All","Playlist","JPK631800201","1329451729"
"蒸發的世界剩下我","原子邦妮","蒸發的世界剩下我 - Single","All","Playlist","TWA451706151","1247384146"
"你已忘記但我還記得的事","原子邦妮","你已忘記但我還記得的事 - Single","All","Playlist","TWA452000058","1539376851"
"#imissyousobad (feat. Yalu)","原子邦妮","謝謝你曾經讓我悲傷","All","Playlist","TWA451706152","1321246593"
"也許你不懂","原子邦妮","謝謝你曾經讓我悲傷","All","Playlist","TWA451704005","1321246594"
"現在你好嗎","原子邦妮","謝謝你曾經讓我悲傷","All","Playlist","TWA451707261","1321246595"
"這樣我就能忘記你了","原子邦妮","我在宇宙的邊緣","All","Playlist","TWA451800063","1446720672"
"無情怪物","原子邦妮","無情怪物","All","Playlist","TWA532200425","1657405709"
"After School","Author wind","After School - Single","All","Playlist","QZMHK2099472","1572021577"
"Starlight","Author wind","All Day - EP","All","Playlist","QZMHM2355219","1680735434"
"Love Dive","Author wind & RuYA","Heart Tracker - EP","All","Playlist","QZS662282298","1647956213"
"Freaking Me Out","Ava Max","Freaking Me Out - Single","All","Playlist","USAT21904201","1473788263"
"Sweet but Psycho","Ava Max","Heaven & Hell","All","Playlist","USAT21802011","1538214889"
"Friend of Mine (feat. Vargas & Lagola)","Avicii","AVĪCI (01) - EP","All","Playlist","SE5R71700103","1440899019"
"Lonely Together (feat. Rita Ora)","Avicii","AVĪCI (01) - EP","All","Playlist","SE5R71700108","1440899202"
"Waiting For Love","Avicii","Stories","All","Playlist","CHB701400134","1440834312"
"The Nights","Avicii","Avicii Forever","All","Playlist","CH3131340464","1807714119"
"SOS (feat. Aloe Blacc)","Avicii","TIM","All","Playlist","SE5R71900201","1462628897"
"Wake Me Up","Avicii","True","All","Playlist","SEUM71301326","1440872929"
"Head Above Water","Avril Lavigne","Head Above Water","All","Playlist","QMRSZ1801804","1445138197"
"C'est le sang (feat. Alrima)","Awa Imani","C'est le sang (feat. Alrima) - Single","All","Playlist","FR8O21800030","1410118109"
"Joli garçon","Awa Imani","Joli garçon - Single","All","Playlist","FR8O21700010","1240250303"
"In Too Deep","Awakend, Man Cub & TRØVES","In Too Deep - Single","All","Playlist","USA2P2209341","1700471882"
"color","Awesome City Club","color - Single","All","Playlist","JPB602102076","1572618470"
"you","Awesome City Club","Get Set","All","Playlist","JPB602103666","1610971238"
"勿忘","Awesome City Club","Grower","All","Playlist","JPB602100027","1548406507"
"アイオライト","Awesome City Club","アイオライト - Single","All","Playlist","JPB602301629","1680459705"
"息させて","Awesome City Club","息させて - Single","All","Playlist","JPB602104306","1597690004"
"Stay With Me (feat. Jeremy Zucker)","ayokay","In the Shape of a Dream","All","Playlist","USSM11806979","1433987966"
"Reality (feat. Krysta Youngs)","Ayon","Equilibrium","All","Playlist","TCAEZ2045786","1552603537"
"Nothin' On You (feat. Bruno Mars)","B.o.B","B.o.B Presents: The Adventures of Bobby Ray","All","Playlist","USAT20904033","367377661"
"No Place","Backstreet Boys","DNA","All","Playlist","USRC11803639","1441172040"
"I Want It That Way","Backstreet Boys","Millennium 2.0","All","Playlist","USJI19910614","1795046351"
"Rebellious Way (feat. Eyre)","Basixx","Tell Me","All","Playlist","SE5Q51828929","1456369191"
"Just Wanna Be Friends","Basixx","The Chase - Single","All","Playlist","SE5Q52102319","1579492366"
"Northern Sky","BB Yukus","Northern Sky - Single","All","Playlist","QZNWY2048975","1545061210"
"Prejump","BB Yukus","Prejump - Single","All","Playlist","QZTBB2230846","1662031440"
"Crazy","BEAUZ & JVNA","Crazy - Single","All","Playlist","GB2LD1900017","1449612596"
"Little Do You Know (feat. Jessie Villa)","BEAUZ","GENESIS - EP","All","Playlist","NL2BP2000002","1539651894"
"Love Like That","BEAUZ, BSY & JSY","Love Like That - Single","All","Playlist","GBKPL2010797","1520470841"
"Meant to Be","Bebe Rexha & Florida Georgia Line","All Your Fault, Pt. 2 - EP","All","Playlist","USWB11701186","1251713725"
"Daydream (feat. Mihony)","Bedhair","Daydream (feat. Mihony) - Single","All","Playlist","QZK6N2033343","1527142710"
"Firefly Forest","Bedhair","Firefly Forest - Single","All","Playlist","QZNWS2249802","1641339590"
"Goodnight Starlight","Bedhair","Goodnight Starlight - Single","All","Playlist","QZNWQ2284970","1639777386"
"Little Adventure (feat. Mihony)","Bedhair","Little Adventure (feat. Mihony) - Single","All","Playlist","QZFZ62041954","1502592505"
"Journey","beignet, Nor & YUC'e","Stevia - EP","All","Playlist","TCJPR2248201","1616163232"
"I Don't Wanna Live Forever","Ben Schuller","Cover Sessions","All","Playlist","GBLFP1661672","1490067302"
"Blueberry Diamonds","Ben Schuller","New Roaring 20s","All","Playlist","QZFYX2117655","1574051814"
"History (feat. Lostboycrow) [feat. Lostboycrow]","Beren Olivia","History (feat. Lostboycrow) [feat. Lostboycrow] - Single","All","Playlist","TCAFF2010176","1720763837"
"Take My Breath Away (Love Theme from ""Top Gun"")","柏林","Movie Hits","All","Playlist","USSM19801613","1308706743"
"Casablanca","Bertie Higgins","Just Another Day in Paradise","All","Playlist","USHM20694955","1847973852"
"Key Largo","Bertie Higgins","Just Another Day in Paradise","All","Playlist","USHM20694957","1847973854"
"FXXK IT","BIGBANG","MADE","All","Playlist","KRA401600293","1313176077"
"LAST DANCE","BIGBANG","MADE","All","Playlist","KRA401600294","1313176078"
"BANG BANG BANG","BIGBANG","MADE","All","Playlist","KRA401500556","1313176083"
"bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","All","Playlist","USUM71900764","1450695739"
"wish you were gay","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","All","Playlist","USUM71900767","1450695871"
"Glue (Fells Remix)","BKAYE","Glue (The Remixes) - Single","All","Playlist","GBKPL2001976","1638197543"
"As If It's Your Last","BLACKPINK","AS IF IT'S YOUR LAST - Single","All","Playlist","KRA401700174","1251249891"
"PLAYING WITH FIRE","BLACKPINK","SQUARE TWO - EP","All","Playlist","KRA401600236","1313151080"
"DDU-DU DDU-DU","BLACKPINK","SQUARE UP - EP","All","Playlist","KRA401800096","1398185834"
"Sealed with a Kiss","巴比雲頓","Sealed With A Kiss","All","Playlist","USSM19929211","1404501535"
"Messed Up (feat. 邱鋒澤)","文慧如","Messed Up (feat. 邱鋒澤) - Single","All","Playlist","TWD952080201","1532355852"
"Je me dis que toi aussi","Boulevard des Airs","Je me dis que toi aussi","All","Playlist","FR9W11806829","1400246685"
"Roses","Boy In Space","FRONTYARD - EP","All","Playlist","SE4RG2141001","1555024869"
"Therapy","Boy In Space & NOTD","Therapy - Single","All","Playlist","SE4RG2091901","1531161135"
"Hold On","BoySam","Hold On - Single","All","Playlist","GX3HH2331485","1701716956"
"Wasted Years","Brainheart & Brett Miller","Wasted Years - Single","All","Playlist","QZHNB2102061","1667177472"
"...Baby One More Time","布蘭妮·斯皮爾斯","愛的初告白","All","Playlist","USJI19810404","273143820"
"每一次","布蘭妮·斯皮爾斯","流行禁區","All","Playlist","USJI10301010","251948405"
"Unconditionally","Broken Elegance","Unconditionally - Single","All","Playlist","QM4DW1884658","1370545584"
"Fire","Brook Xiao & Rachel Horter","Fire - Single","All","Playlist","GB2LD2010081","1513793708"
"Grenade","Bruno Mars","Doo-Wops & Hooligans (Deluxe)","All","Playlist","USAT21206915","576670458"
"Just the Way You Are","Bruno Mars","Doo-Wops & Hooligans","All","Playlist","USAT21206916","578054244"
"The Lazy Song","Bruno Mars","Doo-Wops & Hooligans","All","Playlist","USAT21206919","578054247"
"Marry You","Bruno Mars","Doo-Wops & Hooligans","All","Playlist","USAT21206920","578054248"
"Count On Me","Bruno Mars","Doo-Wops & Hooligans (Deluxe)","All","Playlist","USAT21206923","576670467"
"When I Was Your Man","Bruno Mars","Unorthodox Jukebox","All","Playlist","USAT21206698","573962555"
"That's What I Like","Bruno Mars","24K Magic","All","Playlist","USAT21602956","1161504043"
"(Everything I Do) I Do It for You","Bryan Adams","Waking Up the Neighbours","All","Playlist","USAM19190012","1440784715"
"Butter","防彈少年團","Butter / Permission to Dance - EP","All","Playlist","QM6MZ2156864","1598666350"
"Film out","防彈少年團","Film out - Single","All","Playlist","JPPO02100554","1560265511"
"Lights","防彈少年團","Lights / Boy with Luv - Single","All","Playlist","JPPO01902095","1469320480"
"Euphoria","防彈少年團","Love Yourself 結 'Answer'","All","Playlist","QM6MZ1886130","1598730615"
"DNA","防彈少年團","Love Yourself 結 'Answer'","All","Playlist","QM6MZ1886133","1598730623"
"FAKE LOVE","防彈少年團","Love Yourself 結 'Answer'","All","Playlist","QM6MZ1886138","1598730630"
"Epiphany","防彈少年團","Love Yourself 結 'Answer'","All","Playlist","QM6MZ1886142","1598730973"
"Answer : Love Myself","防彈少年團","Love Yourself 結 'Answer'","All","Playlist","QM6MZ1886145","1598730982"
"Magic Shop","防彈少年團","Love Yourself 結 'Answer'","All","Playlist","QM6MZ1886146","1598730988"
"Stay Gold","防彈少年團","MAP OF THE SOUL : 7 ~ THE JOURNEY ~","All","Playlist","JPPO02001470","1517969555"
"Lights","防彈少年團","MAP OF THE SOUL : 7 ~ THE JOURNEY ~","All","Playlist","JPPO01902095","1517969730"
"Mikrokosmos","防彈少年團","MAP OF THE SOUL : PERSONA","All","Playlist","QM6MZ1917909","1599172213"
"Save ME","防彈少年團","The Most Beautiful Moment in Life: Young Forever","All","Playlist","KRA381600801","1598662137"
"Spring Day","防彈少年團","YOU NEVER WALK ALONE","All","Playlist","KRA381700253","1596529381"
"Acacia","BUMP OF CHICKEN","Acacia - Single","All","Playlist","JPTF02015001","1532379727"
"話がしたいよ","BUMP OF CHICKEN","aurora arc","All","Playlist","JPTF01818601","1610683345"
"Ray","BUMP OF CHICKEN","Ray","All","Playlist","JPTF01402402","1464635122"
"Melody (feat. Jon Becker)","CADMIUM","Melody (feat. Jon Becker) - Single","All","Playlist","GB2LD1700286","1292613452"
"S.A.T.E.L.L.I.T.E.","Camellia","heart of android","All","Playlist","TCJPI1942902","1448847049"
"Quaoar (For ""Thanks Follower 50k"")","Camellia","heart of android","All","Playlist","TCJPI1943128","1448847172"
"Tiny Fate","Capchii","Fairly Brave - Single","All","Playlist","QZS652136300","1587133049"
"Coffee Shop","capo2","Coffee Shop - Single","All","Playlist","TCJPY2480633","1725459497"
"Dream of Dreaming","capo2 & KOTONOHOUSE","Dream of Dreaming - Single","All","Playlist","TCJPZ2456500","1734550554"
"Now That I Found You","Carly Rae Jepsen","Dedicated","All","Playlist","USUM71901983","1459935301"
"I Really Like You","Carly Rae Jepsen","Emotion (10th Anniversary Edition)","All","Playlist","USUM71501431","1833371784"
"Call Me Maybe","Carly Rae Jepsen","Kiss","All","Playlist","CAB391100615","1442234276"
"Yesterday Once More","Carpenters","The Singles 1969-1973","All","Playlist","USAM17300051","1434887442"
"Rhythm of the Rain (Remastered)","The Cascades","Rhythm of the Rain (Remastered) - Single","All","Playlist","GBHGA1316398","704955817"
"Days of Our Youth","Caslow & Exede","Days of Our Youth - Single","All","Playlist","GB2LD2010234","1536887774"
"Can We Go Back","Caslow & Exede","Days of Our Youth - Single","All","Playlist","GB2LD2010213","1536887777"
"City Lights","Caslow & Exede","Days of Our Youth - Single","All","Playlist","GB2LD2010205","1536887780"
"Inconsistent (feat. Daye)","Caslow","Inconsistent (feat. Daye) - Single","All","Playlist","CA5KR0012721","1590443962"
"Something New","Caslow, Johnny Van Der Velden & Cypert","Something New - Single","All","Playlist","GB2LD2010155","1527382671"
"Waiting (feat. Kaylie Foster)","Caslow & Kaylie Foster","Waiting - Single","All","Playlist","GB2LD2010042","1507233036"
"Never Mine","Caslow & Khiana Noel","Never Mine - Single","All","Playlist","GB2LD2110134","1565227537"
"Your Boyfriend's Car","Caslow & SayWeCanFly","Not a Phase - Single","All","Playlist","USLZJ2310579","1673139179"
"Back to Me","Caslow & XELA","Back to Me - Single","All","Playlist","USA2P2008294","1659474155"
"Waiting Part II (The Answer)","Caslow, FOSTER & Brycian","Waiting Part II (The Answer) [feat. Foster & Brycian] - Single","All","Playlist","GB2LD2110159","1569782808"
"In Love","Caslow, SadBois & Micah Martin","Not a Phase - Single","All","Playlist","USLZJ2310586","1673139180"
"Safe With You","Catchphrase, dreamr. & Emily McNally","Safe With You - Single","All","Playlist","GB2LD2010189","1531366463"
"The Power of Love (Radio Edit)","Céline Dion","The Best of Celine Dion","All","Playlist","CAC229900141","1450020524"
"All We Know (feat. Phoebe Ryan)","The Chainsmokers","Collage - EP","All","Playlist","USQX91602153","1170699702"
"Something Just Like This","The Chainsmokers & Coldplay","Memories...Do Not Open","All","Playlist","USQX91700278","1207120448"
"Paris","The Chainsmokers","Memories...Do Not Open","All","Playlist","USQX91603031","1207120538"
"Roses (feat. ROZES)","The Chainsmokers","Bouquet - EP","All","Playlist","USQX91500801","1050203620"
"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers","Sick Boy","All","Playlist","USQX91802210","1445725434"
"iPad","The Chainsmokers","So Far So Good","All","Playlist","USQX92105837","1637996472"
"If You're Serious","The Chainsmokers","So Far So Good","All","Playlist","USQX92105842","1637996867"
"Summertime Friends","The Chainsmokers","Summertime Friends","All","Playlist","USQX92304752","1710237093"
"Takeaway (feat. Lennon Stella)","The Chainsmokers & ILLENIUM","World War Joy","All","Playlist","USQX91901353","1489350662"
"Away from the Rain","Chamber Chu","Rayark 10th Anniversary Concert Collection (Original Soundtrack)","All","Playlist","TCAFZ2123152","1608067725"
"One Call Away","Charlie Puth","Nine Track Mind","All","Playlist","USAT21502915","1041127298"
"Marvin Gaye (feat. Meghan Trainor)","Charlie Puth","Nine Track Mind","All","Playlist","USAT21500255","1041127300"
"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","Nine Track Mind Deluxe","All","Playlist","USAT21502918","1172997043"
"Dangerously","Charlie Puth","Nine Track Mind Deluxe","All","Playlist","USAT21502916","1172997015"
"Losing My Mind","Charlie Puth","Nine Track Mind Deluxe","All","Playlist","USAT21502917","1172997027"
"Some Type of Love","Charlie Puth","Nine Track Mind Deluxe","All","Playlist","USAT21501197","1172997162"
"The Way I Am","Charlie Puth","Voicenotes","All","Playlist","USAT21702296","1293229676"
"Attention","Charlie Puth","Voicenotes","All","Playlist","USAT21700929","1293229677"
"How Long","Charlie Puth","Voicenotes","All","Playlist","USAT21702298","1293230534"
"Left and Right","Charlie Puth & Jung Kook","Left and Right - Single","All","Playlist","USAT22206972","1630451413"
"Between Our Hearts (feat. CXLOE)","Cheat Codes","Between Our Hearts (feat. CXLOE) - Single","All","Playlist","QMCE32000440","1528734338"
"Washed Up","Cheat Codes","Washed Up - Single","All","Playlist","QMCE32000594","1536922707"
"Let Me Hold You (Turn Me On)","Cheat Codes & Dante Klein","Let Me Hold You (Turn Me On) - Single","All","Playlist","NLZ541600032","1336608979"
"Sippin","Cheat Codes","One Night in Nashville","All","Playlist","USANG2238147","1659100879"
"Ghost Story (with All Time Low)","Cheat Codes & All Time Low","HELLRAISERS, Part 2","All","Playlist","QM3DF2130373","1590919312"
"I Love It","Cheat Codes & DVBBS","Level 1 - EP","All","Playlist","QMCE31801810","1393079392"
"One Night Left","Cheat Codes & MacKenzie Porter","One Night Left - Single","All","Playlist","USANG2220343","1650825229"
"Bodies","Cheat Codes & PRINCE$$ ROSIE","HELLRAISERS, Part 2","All","Playlist","QM3DF2148553","1590919311"
"Hurricane (with Tyson Ritter)","Cheat Codes, Grey & Tyson Ritter","HELLRAISERS, Part 2","All","Playlist","QM3DF2130560","1590919310"
"Deserve This","Chelsea Cutler","Sleeping with Roses","All","Playlist","TCADQ1895877","1771691698"
"Lonely Alone (feat. Jeremy Zucker)","Chelsea Cutler","Sleeping with Roses","All","Playlist","TCADQ1895989","1771691699"
"The Reason","Chelsea Cutler","Sleeping with Roses","All","Playlist","TCADP1890907","1771691701"
"You're Not Missing Me","Chelsea Cutler","You're Not Missing Me - Single","All","Playlist","TCADM1832054","1771691029"
"四月後的離別","CHEN","四月, 花 (April, and a flower) - The 1st Mini Album","All","Playlist","KRA301900161","1457960609"
"Everytime","CHEN & Punch","Descendants of the Sun, Pt. 2 (Original Television Soundtrack) - Single","All","Playlist","KRA341609496","1265779183"
"Best Luck","CHEN","It's Okay, That's Love, Pt. 1 (Original Television Soundtrack) - Single","All","Playlist","KRA491401401","1740286098"
"For You","CHEN, Baekhyun & XIUMIN","Moonlovers: Scarlet Heart Ryeo, Pt. 1 (Original Television Soundtrack) - Single","All","Playlist","KRA491600494","1569920182"
"アイのシナリオ","CHiCO with HoneyWorks","世界はiに満ちている","All","Playlist","JPX401400136","1538273685"
"根本不是我對手","持修","房間裡的大象","All","Playlist","TWDD71902001","1834199071"
"用破碎的心修好破碎的心","持修","用破碎的心修好破碎的心 - Single","All","Playlist","TWDD72101001","1551599385"
"Only You","Chill Satellite","Only You - Single","All","Playlist","NLRD51967435","1502237139"
"Paradise","Chill Satellite & Young Viridii","Paradise - Single","All","Playlist","GX8LD2310699","1680578540"
"Good Vibes","Chris Janson","Real Friends","All","Playlist","USWB11900337","1478976690"
"Waitin' On 5","Chris Janson","Real Friends","All","Playlist","USWB11901247","1478976783"
"bright side of the moon","Christian French","bright side of the moon - EP","All","Playlist","USQX91901820","1474882466"
